x1,x2,y
-0.9375998296451757,-1.4819403148687833,-7.860314436803398
1.5549923194759088,1.8226059929190135,3.135722946674287
1.4485104690618025,1.2380642988995123,2.968330649828653
0.6209679225560869,0.20342948243655723,2.0738962021782075
-1.6520529603543594,-0.3661871477172052,2.5001113591044484
-0.5092459319507441,-0.9609848649586952,-2.6337122976932896
0.8936804547543398,-0.01649705968491677,2.9425525046692202
-1.6758151363694083,-1.1192671922007547,-9.586175525391699
0.7330350546383837,-1.6954765620387993,15.580223390446593
1.4048276561950748,-0.0194138919441027,7.5080833352684575
-0.077653690693408,0.3696311386380704,2.3845225430715873
1.2987238637005967,-0.6087631683912278,8.685588836062626
0.7120646102362542,0.26292785598316426,2.334985044322241
-0.9318869193223147,1.514519945420632,10.719891204838941
1.1897040864277124,0.633807338633702,3.280819265635609
1.4023269163769676,1.4691768038392095,2.3598744863313246
0.8334519068601391,1.3480533134546882,2.66318346724503
0.7898858466771346,0.7205630870412016,2.377513798759238
0.4744455128607372,1.010866558230565,2.5115874231629496
-1.3655795788277052,1.5234830367957137,19.680728499373394
1.487374110980928,-1.8830108678617634,50.122168612576985
1.3032670022590507,-1.4845205301062192,23.99698118155266
-0.6595245829634324,0.9740330251664311,3.4350279414047984
-1.3569604158067672,1.2718680964762488,14.472683741259875
1.3285367118309677,0.029870935043344815,6.19368435812363
