4.041420186769503070e-02,6.083942820080454755e-02,1.552348928647125370e-01,2.546930331870350672e-01,2.343193317550145982e-01,1.418843637581595207e-01,1.153435574086303095e-01,9.588783177573816097e-02,1.070728335506889589e-01,1.547401628269153007e-01,1.397672566598149591e-01,1.124894532587891738e-01,2.546930331870350672e-01,2.546930331870350672e-01,1.067888234647143136e-01,2.503319281309741573e-01,1.673878161840976486e-01,1.646202411182612624e-01,1.159420141858782533e-01,2.371756784502828189e-03,5.130122992573991209e-02,5.060873766644979205e-02,5.116241203734677584e-02,5.853256282123754650e-02,1.055690157567421572e-01,1.807526514325394074e-01,9.720825117613685062e-02,2.546930331870350672e-01,7.294612335706009143e-02,1.156594750943317068e-01,2.546930331870350672e-01,2.144880338437567535e-01,1.889814519492804823e-01,2.092795454257160015e-01,2.546930331870350672e-01,2.546930331870350672e-01
3.220025965899457887e-01,1.035563838349978505e-01,6.522335922807603881e-02,7.170343965097197847e-02,2.556195566161242883e-02,4.150402143625016305e-02,5.051829544252947612e-02,8.735906582769147055e-02,3.220025965899457887e-01,3.220025965899457887e-01,2.703236776553048504e-01,1.035544910341543584e-01,1.344903110905572852e-01,1.054113578940745616e-01,1.849993435019317567e-01,1.044387432768581481e-01,1.120568281852688530e-01,3.220025965899457887e-01,1.654231932861915111e-01,2.125414922297744202e-02,8.293288625522400592e-02,3.199325626817569462e-02,4.685952602826425062e-02,3.024354824519857876e-02,0.000000000000000000e+00,4.555794408606957807e-02,3.220025965899457887e-01,2.973771366302343511e-01,2.165574930897215533e-01,5.975962150674823947e-02,3.378190921661620300e-02,7.180672975646128046e-03,3.691246661170705795e-02,4.671779251645397091e-02,1.067992559395997132e-01,2.868039365022134746e-01
1.312629719116676918e-01,8.825846961183785033e-02,7.283521328915711079e-02,1.162450109034011692e-01,1.671531218669011498e-01,2.271195035546968999e-01,9.523980957112268553e-02,1.989888336912346012e-01,9.511935593096335073e-02,2.356892936157622132e-01,1.759629825920682733e-01,1.356969868006088487e-01,1.597563745405176372e-01,2.356892936157622132e-01,2.235816286745681836e-01,2.220003582038702905e-01,2.356892936157622132e-01,1.922654783599838657e-01,4.460780360978547354e-02,4.917031228147495520e-02,2.473337903326886314e-02,1.012907770411435454e-01,2.356892936157622132e-01,2.356892936157622132e-01,1.784157140059360047e-01,1.752780784138792680e-01,6.834229922901147690e-03,2.356892936157622132e-01,1.294832930673881222e-01,2.077564217933611512e-01,1.241175833438319526e-01,2.356892936157622132e-01,1.591025985133196485e-01,8.827168599398284299e-02,2.346147903595130133e-02,1.790818932082448856e-01
9.766505070351797282e-03,0.000000000000000000e+00,7.360312319634869371e-02,1.334626253459469669e-01,3.548807525973362020e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.008861253662443114e-02,2.782786143082441495e-03,1.583501777980894296e-02,3.548807525973362020e-01,3.548807525973362020e-01,3.548807525973362020e-01,9.229764882605186183e-02,5.892455672463445954e-02,7.884069200855560108e-03,7.589745718105855854e-02,1.610800991191379816e-01,6.615079404136398056e-02,1.192613344790482699e-01,2.595087401606605559e-01,4.725075716871930676e-02,9.692226388264151005e-02,1.275845322615073718e-01,1.509905822287631871e-01,4.987534415408713395e-02,1.426173366097839568e-01,2.262565283577324393e-01,2.154253392555536273e-01,2.170794191190432709e-01,1.790026351702669605e-01,2.774918353786131053e-01,5.397508790930043848e-02,1.110713381482486273e-01
1.751760602340996509e-01,7.778127483840099887e-02,1.197415960674577846e-02,1.346036808593789602e-01,1.134940009379031695e-01,8.123304595455869970e-02,6.641975389898560622e-02,2.639178906025669846e-01,2.639178906025669846e-01,2.639178906025669846e-01,2.639178906025669846e-01,1.651822098665697569e-01,1.785232423888817310e-01,2.436761282921734717e-01,9.043808372757182468e-02,8.611698858181990324e-02,4.847070825991761645e-02,4.909315379726559431e-02,5.962430457890373348e-02,6.921955185161117463e-02,5.080112684082024183e-02,9.646467620348887773e-02,2.639178906025669846e-01,7.643341879970436126e-02,2.639178906025669846e-01,6.140239635694349357e-02,8.584747562616032446e-02,2.427206706191982200e-01,2.620805728038235194e-01,1.571129552576597532e-01,1.867790625223114120e-01,2.639178906025669846e-01,1.811151068950053455e-01,9.969072051060173800e-02,1.073329520706277768e-01,1.265191924490061126e-01
2.783894566333678378e-01,1.126683970137135754e-01,3.558590147825833883e-02,7.402650641511324126e-02,4.663725975369956145e-02,3.630795917664025874e-02,2.783894566333678378e-01,2.783894566333678378e-01,2.237410791862971260e-01,2.783894566333678378e-01,2.783894566333678378e-01,2.783894566333678378e-01,1.522528763439437993e-01,2.499920231232028583e-02,7.618294038601299001e-02,1.693209522682737056e-01,7.331894270249358914e-02,2.023929605483545113e-01,1.670935638068821449e-01,1.465974829852028649e-01,9.111691767577607959e-02,7.639636693319429295e-02,2.388797240678168510e-02,3.170012298358686198e-02,2.333935175798106387e-01,8.982643852809223117e-02,1.111921932532669438e-01,1.090079600262217202e-01,1.500680869927446537e-01,2.344111413629119678e-01,1.196361808118038966e-01,3.224633422449050407e-02,1.009484558530684695e-01,2.612518897228388592e-01,1.799813378846098488e-01,4.257920094768698899e-02
1.881827467857140335e-01,6.296125496243759612e-02,6.714780131583421297e-02,8.258221955877695364e-02,2.308273981298751831e-01,8.368524815418300344e-02,1.166084784635013430e-02,1.317506490010424691e-01,2.874170651522722775e-01,2.874170651522722775e-01,9.679710814720572654e-02,7.188938072145788227e-02,1.497044882726243642e-01,1.390605875233269229e-01,6.205574530694262653e-02,2.023500889246931597e-02,1.042912404898102552e-01,2.436954113186080018e-01,1.823175021546683816e-01,4.882714991152914408e-02,1.009868343586865364e-01,1.104818978087026698e-01,5.128266372429444303e-02,1.939892109108583007e-01,1.612672886920706872e-01,2.721724321012881087e-01,2.803392594557980178e-01,2.625961416641549029e-01,2.874170651522722775e-01,1.732023560348087132e-01,1.458695650019409817e-01,4.850443036879448916e-02,9.415962857794803187e-02,1.392540036531474956e-01,1.387910855374868691e-01,2.140240617975235071e-01
2.880872264444093167e-01,6.351452272250883435e-02,2.421351015015765079e-03,3.134009759471258899e-02,2.758732795863294562e-02,2.634139113550623950e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.880872264444093167e-01,2.880872264444093167e-01,1.920721972150523857e-02,6.866972453325675962e-02,1.968180085912375199e-01,2.880872264444093167e-01,2.021887087517736659e-01,8.075928762066900135e-02,7.356544286505459218e-02,2.880872264444093167e-01,9.200381661738256389e-02,2.507961697693328676e-02,5.943485370529825659e-03,5.021286047639542290e-03,7.934835496189498669e-03,3.656909824522197334e-03,4.499852169340877624e-03,1.221678895627403699e-01,6.903604256606664380e-02,2.880872264444093167e-01,2.880872264444093167e-01,2.880872264444093167e-01,3.506538883363069514e-02,3.744692850641474346e-03,1.591451961469129636e-02,2.555884885836192666e-01,2.342252590193031336e-01,2.880872264444093167e-01
1.024580593698247999e-01,2.686334317428630269e-01,7.418175280613073519e-02,1.739257891062564731e-01,2.686334317428630269e-01,2.017166537274434068e-02,1.392242206589819897e-01,1.433372645340864893e-01,8.499034845349030809e-02,1.801134824262585754e-01,1.353941388464148243e-01,1.896304878373624436e-01,6.427275339343296867e-02,2.686334317428630269e-01,1.597193107083845764e-01,9.061797866227667975e-02,2.263951011356096776e-01,9.191958279834978873e-02,1.259506256382352529e-01,8.970915853695153597e-02,2.814438304181932429e-02,8.910556485376840141e-02,7.828591975405169157e-02,2.077699307264157802e-01,2.686334317428630269e-01,1.905433967938496842e-01,1.713885786258705080e-01,1.072986803241991194e-01,1.122338248062740712e-01,2.686334317428630269e-01,2.686334317428630269e-01,1.579964929078175317e-01,1.956260167685445750e-01,1.946430532165330796e-01,9.525271682562917730e-02,8.363967300557215157e-02
2.831903636485464393e-01,9.320428663865316932e-02,2.514517095837903726e-02,4.772890960898468898e-02,6.678525637096582868e-02,1.036126129910902027e-01,2.831903636485464393e-01,2.831903636485464393e-01,2.831903636485464393e-01,2.831903636485464393e-01,1.280323134001704610e-01,2.831903636485464393e-01,1.160601244511593050e-01,8.347729037880236014e-02,1.828237114515113004e-01,7.741453346192420093e-02,1.033868826963554727e-01,2.450816881635037303e-01,2.842795509819978639e-02,1.783388305031491372e-02,3.495470869404229686e-03,1.574945480700467443e-02,4.778700708702995209e-02,1.440668638686612435e-02,1.156583241167088577e-01,2.831903636485464393e-01,1.600421334963144093e-01,2.674685966977004559e-01,2.831903636485464393e-01,1.256142780243645618e-01,6.829196920428511064e-02,9.646022483599121788e-02,1.262898091269898382e-01,6.193670139803346408e-02,9.402357326803149895e-02,1.088578711297352453e-01
