x1,x2,label
-8.0928901844004,-4.433885499932393,0.0
4.89630007506233,2.590916998878318,0.0
-4.1995985839946846,-11.655738609148036,0.0
-9.958989082826545,-1.6259224755089914,0.0
-16.44130719516059,1.548396222555306,1.0
10.062321037186425,5.944779971613697,1.0
3.530209123112042,2.0668243611571224,0.0
-9.20893602051622,0.8200431878835802,0.0
-12.581564544819328,7.195068101216716,1.0
-13.831837881470312,-2.7270272565489044,1.0
-2.222432484088151,-2.5384173724165953,1.0
-2.077423932982762,-10.359411288978162,0.0
2.2198841781939103,-14.186783765678996,0.0
-8.082557389007613,-7.248083014765959,0.0
-13.06859962044697,6.580824296800038,1.0
-8.899059764823223,2.963727764947059,0.0
7.344295854838188,8.473609362704824,1.0
-10.607521375507016,9.303085492963572,1.0
-6.708202270806957,-10.039674365924906,0.0
12.199390072044405,-5.0272455920529895,0.0
15.855907671506717,-5.421780162556798,0.0
-5.550785016385093,-6.644455530439662,0.0
-4.379798770422403,-9.766841934712978,0.0
8.260439945292381,-11.335537029779774,0.0
10.150064534617327,3.8291459537539194,1.0
-1.7677853300998112,4.848711781687408,0.0
-7.696145830945548,7.679274380949512,0.0
7.055646012584591,-11.591750413829528,0.0
-7.7290378799419654,11.559005059452211,1.0
-3.0262808694622225,-2.925602733512669,1.0
14.531420646936922,-3.9074034247446847,0.0
-14.945702485943047,4.283752025655944,1.0
-13.733718640518445,7.039235149645567,1.0
1.9053860418635047,13.17016304815248,1.0
7.551965978872444,-11.75463843831265,0.0
14.90303317837818,-6.8323512102620345,0.0
-10.008876621967566,-1.3443598466241495,0.0
-15.973798368350243,-1.0128385283195465,1.0
7.78436349821254,7.50491244619903,1.0
8.029469838155265,-0.6887412295219675,1.0
5.81676794186099,10.222622424442733,1.0
-9.608730682422317,-1.2975464416774383,0.0
15.758092408151619,-6.435335822315568,0.0
10.024732265062843,0.6914716256846498,1.0
12.816087722092817,-4.186504301680296,0.0
12.560693261590691,-8.281135976010075,0.0
1.8884706464691892,-9.502510603896535,0.0
-14.332461708271605,2.8861928271940176,1.0
-10.350460045728427,-6.43143393794237,0.0
-16.693220808508205,1.5743258684977526,1.0
12.398517194948392,-7.293759684914517,0.0
7.104337975586399,-5.400997579647588,1.0
-2.671154215314325,6.130434763001225,0.0
14.099734308958825,-4.431423550134925,0.0
-4.550125722457345,-13.593188505596734,0.0
-4.23890569057315,10.848704944529796,1.0
-5.2859586158725484,-9.561732269341388,0.0
-4.2700529342630285,13.137915774855907,1.0
-5.000042829836705,7.846026202908014,0.0
8.352480678198873,-1.0728463636735253,1.0
14.990458418536894,-3.9012538858185692,0.0
-10.944594749631285,1.4505355140938427,0.0
6.642735668311838,-11.669012956662392,0.0
-5.921533645856613,-6.1429112680103035,0.0
-4.008054223470123,-12.17843195059084,0.0
14.382921319447949,-11.296826512084259,0.0
4.060975157606157,12.290221560411386,1.0
1.2185912317833687,12.606022823143944,1.0
